timestamp,value
1/17/16 23:49,0
1/18/16 0:49,0
1/18/16 1:49,0
1/18/16 2:49,0
1/18/16 3:49,0
1/18/16 4:49,0
1/18/16 5:49,0
1/18/16 6:49,0
1/18/16 7:49,0
1/18/16 8:49,0
1/18/16 9:49,0
1/18/16 10:49,0
1/18/16 11:49,0
1/18/16 12:49,0
1/18/16 13:49,0
1/18/16 14:49,0
1/18/16 15:49,0
1/18/16 16:49,0
1/18/16 17:49,0
1/18/16 18:49,0
1/18/16 19:49,0
1/18/16 20:49,0
1/18/16 21:49,0
1/18/16 22:49,0
1/18/16 23:49,0
1/19/16 0:49,0
1/19/16 1:49,0
1/19/16 2:49,0
1/19/16 3:49,0
1/19/16 4:49,0
1/19/16 5:49,0
1/19/16 6:49,1
1/19/16 7:49,3
1/19/16 8:49,1
1/19/16 9:49,3
1/19/16 10:49,7
1/19/16 11:49,1
1/19/16 12:49,3
1/19/16 13:49,5
1/19/16 14:49,8
1/19/16 15:49,5
1/19/16 16:49,2
1/19/16 17:49,0
1/19/16 18:49,0
1/19/16 19:49,0
1/19/16 20:49,0
1/19/16 21:49,0
1/19/16 22:49,0
1/19/16 23:49,0
1/20/16 0:49,0
1/20/16 1:49,0
1/20/16 2:49,0
1/20/16 3:49,0
1/20/16 4:49,0
1/20/16 5:49,0
1/20/16 6:49,3
1/20/16 7:49,0
1/20/16 8:49,1
1/20/16 9:49,5
1/20/16 10:49,5
1/20/16 11:49,6
1/20/16 12:49,5
1/20/16 13:49,4
1/20/16 14:49,3
1/20/16 15:49,4
1/20/16 16:49,1
1/20/16 17:49,0
1/20/16 18:49,0
1/20/16 19:49,0
1/20/16 20:49,0
1/20/16 21:49,0
1/20/16 22:49,0
1/20/16 23:49,0
1/21/16 0:49,0
1/21/16 1:49,0
1/21/16 2:49,0
1/21/16 3:49,0
1/21/16 4:49,0
1/21/16 5:49,0
1/21/16 6:49,1
1/21/16 7:49,1
1/21/16 8:49,2
1/21/16 9:49,9
1/21/16 10:49,6
1/21/16 11:49,3
1/21/16 12:49,3
1/21/16 13:49,2
1/21/16 14:49,6
1/21/16 15:49,4
1/21/16 16:49,6
1/21/16 17:49,0
1/21/16 18:49,0
1/21/16 19:49,0
1/21/16 20:49,0
1/21/16 21:49,0
1/21/16 22:49,0
1/21/16 23:49,0
1/22/16 0:49,0
1/22/16 1:49,0
1/22/16 2:49,0
1/22/16 3:49,0
1/22/16 4:49,0
1/22/16 5:49,0
1/22/16 6:49,2
1/22/16 7:49,2
1/22/16 8:49,0
1/22/16 9:49,2
1/22/16 10:49,3
1/22/16 11:49,9
1/22/16 12:49,4
1/22/16 13:49,9
1/22/16 14:49,7
1/22/16 15:49,9
1/22/16 16:49,8
1/22/16 17:49,0
1/22/16 18:49,0
1/22/16 19:49,0
1/22/16 20:49,0
1/22/16 21:49,0
1/22/16 22:49,0
1/22/16 23:49,0
1/23/16 0:49,0
1/23/16 1:49,0
1/23/16 2:49,0
1/23/16 3:49,0
1/23/16 4:49,0
1/23/16 5:49,0
1/23/16 6:49,0
1/23/16 7:49,0
1/23/16 8:49,0
1/23/16 9:49,0
1/23/16 10:49,0
1/23/16 11:49,0
1/23/16 12:49,0
1/23/16 13:49,0
1/23/16 14:49,0
1/23/16 15:49,0
1/23/16 16:49,0
1/23/16 17:49,0
1/23/16 18:49,0
1/23/16 19:49,0
1/23/16 20:49,0
1/23/16 21:49,0
1/23/16 22:49,0
1/23/16 23:49,0
1/24/16 0:49,0
1/24/16 1:49,0
1/24/16 2:49,0
1/24/16 3:49,0
1/24/16 4:49,0
1/24/16 5:49,0
1/24/16 6:49,0
1/24/16 7:49,0
1/24/16 8:49,0
1/24/16 9:49,0
1/24/16 10:49,0
1/24/16 11:49,0
1/24/16 12:49,0
1/24/16 13:49,0
1/24/16 14:49,0
1/24/16 15:49,0
1/24/16 16:49,0
1/24/16 17:49,0
1/24/16 18:49,0
1/24/16 19:49,0
1/24/16 20:49,0
1/24/16 21:49,0
1/24/16 22:49,0
1/24/16 23:49,0
1/25/16 0:49,0
1/25/16 1:49,0
1/25/16 2:49,0
1/25/16 3:49,0
1/25/16 4:49,0
1/25/16 5:49,0
1/25/16 6:49,0
1/25/16 7:49,4
1/25/16 8:49,8
1/25/16 9:49,7
1/25/16 10:49,3
1/25/16 11:49,2
1/25/16 12:49,12
1/25/16 13:49,10
1/25/16 14:49,16
1/25/16 15:49,11
1/25/16 16:49,7
1/25/16 17:49,2
1/25/16 18:49,0
1/25/16 19:49,0
1/25/16 20:49,1
1/25/16 21:49,0
1/25/16 22:49,0
1/25/16 23:49,0
1/26/16 0:49,0
1/26/16 1:49,0
1/26/16 2:49,0
1/26/16 3:49,0
1/26/16 4:49,0
1/26/16 5:49,0
1/26/16 6:49,2
1/26/16 7:49,2
1/26/16 8:49,5
1/26/16 9:49,2
1/26/16 10:49,8
1/26/16 11:49,7
1/26/16 12:49,5
1/26/16 13:49,10
1/26/16 14:49,11
1/26/16 15:49,10
1/26/16 16:49,5
1/26/16 17:49,0
1/26/16 18:49,0
1/26/16 19:49,0
1/26/16 20:49,0
1/26/16 21:49,0
1/26/16 22:49,0
1/26/16 23:49,0
1/27/16 0:49,0
1/27/16 1:49,0
1/27/16 2:49,0
1/27/16 3:49,0
1/27/16 4:49,0
1/27/16 5:49,0
1/27/16 6:49,3
1/27/16 7:49,3
1/27/16 8:49,6
1/27/16 9:49,8
1/27/16 10:49,9
1/27/16 11:49,4
1/27/16 12:49,10
1/27/16 13:49,7
1/27/16 14:49,11
1/27/16 15:49,8
1/27/16 16:49,3
1/27/16 17:49,0
1/27/16 18:49,0
1/27/16 19:49,0
1/27/16 20:49,0
1/27/16 21:49,0
1/27/16 22:49,0
1/27/16 23:49,0
1/28/16 0:49,0
1/28/16 1:49,0
1/28/16 2:49,0
1/28/16 3:49,0
1/28/16 4:49,0
1/28/16 5:49,0
1/28/16 6:49,1
1/28/16 7:49,6
1/28/16 8:49,2
1/28/16 9:49,7
1/28/16 10:49,9
1/28/16 11:49,11
1/28/16 12:49,8
1/28/16 13:49,8
1/28/16 14:49,16
1/28/16 15:49,6
1/28/16 16:49,1
1/28/16 17:49,0
1/28/16 18:49,1
1/28/16 19:49,0
1/28/16 20:49,0
1/28/16 21:49,0
1/28/16 22:49,0
1/28/16 23:49,0
1/29/16 0:49,0
1/29/16 1:49,0
1/29/16 2:49,0
1/29/16 3:49,0
1/29/16 4:49,0
1/29/16 5:49,0
1/29/16 6:49,1
1/29/16 7:49,13
1/29/16 8:49,6
1/29/16 9:49,9
1/29/16 10:49,12
1/29/16 11:49,3
1/29/16 12:49,4
1/29/16 13:49,18
1/29/16 14:49,16
1/29/16 15:49,7
1/29/16 16:49,14
1/29/16 17:49,2
1/29/16 18:49,1
1/29/16 19:49,0
1/29/16 20:49,0
1/29/16 21:49,0
1/29/16 22:49,0
1/29/16 23:49,0
1/30/16 0:49,0
1/30/16 1:49,0
1/30/16 2:49,0
1/30/16 3:49,0
1/30/16 4:49,0
1/30/16 5:49,0
1/30/16 6:49,0
1/30/16 7:49,0
1/30/16 8:49,0
1/30/16 9:49,0
1/30/16 10:49,0
1/30/16 11:49,1
1/30/16 12:49,1
1/30/16 13:49,2
1/30/16 14:49,2
1/30/16 15:49,1
1/30/16 16:49,1
1/30/16 17:49,1
1/30/16 18:49,0
1/30/16 19:49,0
1/30/16 20:49,0
1/30/16 21:49,0
1/30/16 22:49,0
1/30/16 23:49,0
1/31/16 0:49,0
1/31/16 1:49,0
1/31/16 2:49,0
1/31/16 3:49,0
1/31/16 4:49,0
1/31/16 5:49,0
1/31/16 6:49,0
1/31/16 7:49,0
1/31/16 8:49,0
1/31/16 9:49,0
1/31/16 10:49,0
1/31/16 11:49,0
1/31/16 12:49,0
1/31/16 13:49,0
1/31/16 14:49,0
1/31/16 15:49,10
1/31/16 16:49,0
1/31/16 17:49,1
1/31/16 18:49,0
1/31/16 19:49,0
1/31/16 20:49,0
1/31/16 21:49,0
1/31/16 22:49,0
1/31/16 23:49,0
2/1/16 0:49,0
2/1/16 1:49,0
2/1/16 2:49,0
2/1/16 3:49,0
2/1/16 4:49,0
2/1/16 5:49,0
2/1/16 6:49,1
2/1/16 7:49,1
2/1/16 8:49,5
2/1/16 9:49,6
2/1/16 10:49,10
2/1/16 11:49,4
2/1/16 12:49,7
2/1/16 13:49,12
2/1/16 14:49,13
2/1/16 15:49,11
2/1/16 16:49,11
2/1/16 17:49,1
2/1/16 18:49,0
2/1/16 19:49,0
2/1/16 20:49,0
2/1/16 21:49,0
2/1/16 22:49,0
2/1/16 23:49,0
2/2/16 0:49,0
2/2/16 1:49,0
2/2/16 2:49,0
2/2/16 3:49,0
2/2/16 4:49,0
2/2/16 5:49,0
2/2/16 6:49,0
2/2/16 7:49,3
2/2/16 8:49,4
2/2/16 9:49,7
2/2/16 10:49,12
2/2/16 11:49,8
2/2/16 12:49,3
2/2/16 13:49,4
2/2/16 14:49,10
2/2/16 15:49,6
2/2/16 16:49,1
2/2/16 17:49,3
2/2/16 18:49,0
2/2/16 19:49,0
2/2/16 20:49,0
2/2/16 21:49,0
2/2/16 22:49,0
2/2/16 23:49,0
2/3/16 0:49,0
2/3/16 1:49,0
2/3/16 2:49,0
2/3/16 3:49,0
2/3/16 4:49,0
2/3/16 5:49,0
2/3/16 6:49,2
2/3/16 7:49,9
2/3/16 8:49,5
2/3/16 9:49,9
2/3/16 10:49,11
2/3/16 11:49,6
2/3/16 12:49,14
2/3/16 13:49,22
2/3/16 14:49,24
2/3/16 15:49,16
2/3/16 16:49,5
2/3/16 17:49,4
2/3/16 18:49,1
2/3/16 19:49,0
2/3/16 20:49,0
2/3/16 21:49,0
2/3/16 22:49,2
2/3/16 23:49,0
2/4/16 0:49,0
2/4/16 1:49,0
2/4/16 2:49,0
2/4/16 3:49,0
2/4/16 4:49,0
2/4/16 5:49,0
2/4/16 6:49,2
2/4/16 7:49,0
2/4/16 8:49,1
2/4/16 9:49,11
2/4/16 10:49,18
2/4/16 11:49,7
2/4/16 12:49,9
2/4/16 13:49,10
2/4/16 14:49,12
2/4/16 15:49,13
2/4/16 16:49,6
2/4/16 17:49,4
2/4/16 18:49,0
2/4/16 19:49,0
2/4/16 20:49,0
2/4/16 21:49,0
2/4/16 22:49,0
2/4/16 23:49,0
2/5/16 0:49,0
2/5/16 1:49,0
2/5/16 2:49,0
2/5/16 3:49,0
2/5/16 4:49,0
2/5/16 5:49,0
2/5/16 6:49,1
2/5/16 7:49,7
2/5/16 8:49,13
2/5/16 9:49,17
2/5/16 10:49,12
2/5/16 11:49,9
2/5/16 12:49,16
2/5/16 13:49,14
2/5/16 14:49,9
2/5/16 15:49,13
2/5/16 16:49,11
2/5/16 17:49,8
2/5/16 18:49,1
2/5/16 19:49,0
2/5/16 20:49,0
2/5/16 21:49,0
2/5/16 22:49,0
2/5/16 23:49,0
2/6/16 0:49,0
2/6/16 1:49,0
2/6/16 2:49,0
2/6/16 3:49,0
2/6/16 4:49,0
2/6/16 5:49,0
2/6/16 6:49,0
2/6/16 7:49,0
2/6/16 8:49,0
2/6/16 9:49,0
2/6/16 10:49,0
2/6/16 11:49,3
2/6/16 12:49,7
2/6/16 13:49,5
2/6/16 14:49,6
2/6/16 15:49,2
2/6/16 16:49,3
2/6/16 17:49,3
2/6/16 18:49,1
2/6/16 19:49,0
2/6/16 20:49,0
2/6/16 21:49,0
2/6/16 22:49,0
2/6/16 23:49,0
2/7/16 0:49,0
2/7/16 1:49,0
2/7/16 2:49,0
2/7/16 3:49,0
2/7/16 4:49,0
2/7/16 5:49,0
2/7/16 6:49,0
2/7/16 7:49,0
2/7/16 8:49,0
2/7/16 9:49,0
2/7/16 10:49,0
2/7/16 11:49,0
2/7/16 12:49,0
2/7/16 13:49,0
2/7/16 14:49,0
2/7/16 15:49,0
2/7/16 16:49,0
2/7/16 17:49,0
2/7/16 18:49,0
2/7/16 19:49,0
2/7/16 20:49,0
2/7/16 21:49,0
2/7/16 22:49,0
2/7/16 23:49,0
2/8/16 0:49,0
2/8/16 1:49,0
2/8/16 2:49,0
2/8/16 3:49,0
2/8/16 4:49,0
2/8/16 5:49,0
2/8/16 6:49,2
2/8/16 7:49,8
2/8/16 8:49,11
2/8/16 9:49,6
2/8/16 10:49,12
2/8/16 11:49,7
2/8/16 12:49,7
2/8/16 13:49,12
2/8/16 14:49,19
2/8/16 15:49,12
2/8/16 16:49,12
2/8/16 17:49,1
2/8/16 18:49,1
2/8/16 19:49,0
2/8/16 20:49,0
2/8/16 21:49,0
2/8/16 22:49,0
2/8/16 23:49,0
2/9/16 0:49,0
2/9/16 1:49,0
2/9/16 2:49,0
2/9/16 3:49,0
2/9/16 4:49,0
2/9/16 5:49,0
2/9/16 6:49,1
2/9/16 7:49,1
2/9/16 8:49,12
2/9/16 9:49,6
2/9/16 10:49,15
2/9/16 11:49,7
2/9/16 12:49,16
2/9/16 13:49,10
2/9/16 14:49,7
2/9/16 15:49,10
2/9/16 16:49,5
2/9/16 17:49,2
2/9/16 18:49,0
2/9/16 19:49,0
2/9/16 20:49,0
2/9/16 21:49,0
2/9/16 22:49,0
2/9/16 23:49,0
2/10/16 0:49,0
2/10/16 1:49,0
2/10/16 2:49,0
2/10/16 3:49,0
2/10/16 4:49,0
2/10/16 5:49,0
2/10/16 6:49,1
2/10/16 7:49,2
2/10/16 8:49,4
2/10/16 9:49,10
2/10/16 10:49,6
2/10/16 11:49,4
2/10/16 12:49,18
2/10/16 13:49,13
2/10/16 14:49,13
2/10/16 15:49,8
2/10/16 16:49,6
2/10/16 17:49,3
2/10/16 18:49,1
2/10/16 19:49,0
2/10/16 20:49,0
2/10/16 21:49,0
2/10/16 22:49,0
2/10/16 23:49,0
2/11/16 0:49,0
2/11/16 1:49,0
2/11/16 2:49,0
2/11/16 3:49,0
2/11/16 4:49,0
2/11/16 5:49,0
2/11/16 6:49,1
2/11/16 7:49,2
2/11/16 8:49,6
2/11/16 9:49,13
2/11/16 10:49,16
2/11/16 11:49,8
2/11/16 12:49,15
2/11/16 13:49,19
2/11/16 14:49,14
2/11/16 15:49,12
2/11/16 16:49,6
2/11/16 17:49,7
2/11/16 18:49,1
2/11/16 19:49,0
2/11/16 20:49,0
2/11/16 21:49,0
2/11/16 22:49,0
2/11/16 23:49,0
2/12/16 0:49,0
2/12/16 1:49,0
2/12/16 2:49,0
2/12/16 3:49,0
2/12/16 4:49,0
2/12/16 5:49,0
2/12/16 6:49,2
2/12/16 7:49,11
2/12/16 8:49,16
2/12/16 9:49,22
2/12/16 10:49,17
2/12/16 11:49,6
2/12/16 12:49,8
2/12/16 13:49,17
2/12/16 14:49,25
2/12/16 15:49,14
2/12/16 16:49,6
2/12/16 17:49,2
2/12/16 18:49,1
2/12/16 19:49,0
2/12/16 20:49,0
2/12/16 21:49,0
2/12/16 22:49,0
2/12/16 23:49,0
2/13/16 0:49,0
2/13/16 1:49,0
2/13/16 2:49,0
2/13/16 3:49,0
2/13/16 4:49,0
2/13/16 5:49,0
2/13/16 6:49,0
2/13/16 7:49,0
2/13/16 8:49,0
2/13/16 9:49,0
2/13/16 10:49,0
2/13/16 11:49,2
2/13/16 12:49,5
2/13/16 13:49,2
2/13/16 14:49,1
2/13/16 15:49,3
2/13/16 16:49,3
2/13/16 17:49,5
2/13/16 18:49,0
2/13/16 19:49,0
2/13/16 20:49,0
2/13/16 21:49,0
2/13/16 22:49,0
2/13/16 23:49,0
2/14/16 0:49,0
2/14/16 1:49,0
2/14/16 2:49,0
2/14/16 3:49,0
2/14/16 4:49,0
2/14/16 5:49,0
2/14/16 6:49,0
2/14/16 7:49,0
2/14/16 8:49,0
2/14/16 9:49,0
2/14/16 10:49,0
2/14/16 11:49,0
2/14/16 12:49,0
2/14/16 13:49,0
2/14/16 14:49,0
2/14/16 15:49,0
2/14/16 16:49,0
2/14/16 17:49,0
2/14/16 18:49,0
2/14/16 19:49,0
2/14/16 20:49,0
2/14/16 21:49,0
2/14/16 22:49,0
2/14/16 23:49,0
2/15/16 0:49,0
2/15/16 1:49,2
2/15/16 2:49,0
2/15/16 3:49,0
2/15/16 4:49,0
2/15/16 5:49,0
2/15/16 6:49,0
2/15/16 7:49,0
2/15/16 8:49,0
2/15/16 9:49,2
2/15/16 10:49,0
2/15/16 11:49,0
2/15/16 12:49,0
2/15/16 13:49,0
2/15/16 14:49,0
2/15/16 15:49,0
2/15/16 16:49,0
2/15/16 17:49,2
2/15/16 18:49,0
2/15/16 19:49,0
2/15/16 20:49,0
2/15/16 21:49,0
2/15/16 22:49,0
2/15/16 23:49,0
2/16/16 0:49,1
2/16/16 1:49,0
2/16/16 2:49,0
2/16/16 3:49,0
2/16/16 4:49,0
2/16/16 5:49,0
2/16/16 6:49,3
2/16/16 7:49,11
2/16/16 8:49,6
2/16/16 9:49,10
2/16/16 10:49,15
2/16/16 11:49,9
2/16/16 12:49,11
2/16/16 13:49,9
2/16/16 14:49,11
2/16/16 15:49,5
2/16/16 16:49,6
2/16/16 17:49,6
2/16/16 18:49,1
2/16/16 19:49,0
2/16/16 20:49,0
2/16/16 21:49,0
2/16/16 22:49,2
2/16/16 23:49,0
2/17/16 0:49,0
2/17/16 1:49,0
2/17/16 2:49,0
2/17/16 3:49,0
2/17/16 4:49,0
2/17/16 5:49,0
2/17/16 6:49,2
2/17/16 7:49,7
2/17/16 8:49,15
2/17/16 9:49,11
2/17/16 10:49,9
2/17/16 11:49,14
2/17/16 12:49,20
2/17/16 13:49,17
2/17/16 14:49,18
2/17/16 15:49,5
2/17/16 16:49,10
2/17/16 17:49,2
2/17/16 18:49,0
2/17/16 19:49,1
2/17/16 20:49,0
2/17/16 21:49,0
2/17/16 22:49,0
2/17/16 23:49,0
2/18/16 0:49,0
2/18/16 1:49,0
2/18/16 2:49,0
2/18/16 3:49,0
2/18/16 4:49,0
2/18/16 5:49,0
2/18/16 6:49,2
2/18/16 7:49,11
2/18/16 8:49,9
2/18/16 9:49,8
2/18/16 10:49,15
2/18/16 11:49,17
2/18/16 12:49,9
2/18/16 13:49,15
2/18/16 14:49,10
2/18/16 15:49,21
2/18/16 16:49,11
2/18/16 17:49,3
2/18/16 18:49,0
2/18/16 19:49,0
2/18/16 20:49,0
2/18/16 21:49,0
2/18/16 22:49,1
2/18/16 23:49,0
2/19/16 0:49,0
2/19/16 1:49,0
2/19/16 2:49,0
2/19/16 3:49,0
2/19/16 4:49,0
2/19/16 5:49,0
2/19/16 6:49,1
2/19/16 7:49,6
2/19/16 8:49,19
2/19/16 9:49,9
2/19/16 10:49,11
2/19/16 11:49,11
2/19/16 12:49,8
2/19/16 13:49,21
2/19/16 14:49,16
2/19/16 15:49,10
2/19/16 16:49,7
2/19/16 17:49,2
2/19/16 18:49,0
2/19/16 19:49,0
2/19/16 20:49,0
2/19/16 21:49,0
2/19/16 22:49,0
2/19/16 23:49,0
2/20/16 0:49,0
2/20/16 1:49,0
2/20/16 2:49,0
2/20/16 3:49,0
2/20/16 4:49,0
2/20/16 5:49,0
2/20/16 6:49,0
2/20/16 7:49,0
2/20/16 8:49,0
2/20/16 9:49,0
2/20/16 10:49,0
2/20/16 11:49,0
2/20/16 12:49,4
2/20/16 13:49,2
2/20/16 14:49,7
2/20/16 15:49,2
2/20/16 16:49,4
2/20/16 17:49,1
2/20/16 18:49,0
2/20/16 19:49,0
2/20/16 20:49,0
2/20/16 21:49,0
2/20/16 22:49,0
2/20/16 23:49,0
2/21/16 0:49,0
2/21/16 1:49,0
2/21/16 2:49,0
2/21/16 3:49,0
2/21/16 4:49,0
2/21/16 5:49,0
2/21/16 6:49,0
2/21/16 7:49,0
2/21/16 8:49,0
2/21/16 9:49,0
2/21/16 10:49,0
2/21/16 11:49,0
2/21/16 12:49,0
2/21/16 13:49,0
2/21/16 14:49,0
2/21/16 15:49,0
2/21/16 16:49,0
2/21/16 17:49,0
2/21/16 18:49,0
2/21/16 19:49,0
